user_id,has_sip,has_insurance
0416ce4d-6660-491f-b3b9-feaa86f5854c,Yes,No
043686f9-3f23-4e34-8ac1-e983f01bf961,Yes,No
04597048-5203-4007-8c16-c0437e201400,Yes,No
0465f3cb-9375-46a5-be59-f903af2a391a,No,Yes
046b87fa-aaf3-40e7-a5b6-31bbd5ae1998,Yes,No
04801f84-8fb7-49c6-a631-95da4105045e,Yes,No
04b60f44-0e96-4be1-a8b0-085ecd30c27b,Yes,No
04b6c73a-9b79-4a54-a9da-d76dcd055dac,Yes,No
04c4d182-a39f-4bc9-a391-e0c0f4b1f529,Yes,No
04e19f47-014f-4435-8f2a-e847160d6752,Yes,No
04e2cba2-a85a-4017-b254-17a4f1483f89,Yes,No
05143d13-d94f-4374-bc92-8319173ba37f,Yes,No
051e76fe-415c-4bb9-9aea-4af100df8e4a,Yes,No
05703500-9bec-4fea-bb97-dbafb3455937,Yes,No
0574e84f-e017-405e-8381-24a7e31a9ef4,Yes,No
05b90de6-c688-4abd-8dea-64ade218a3b6,Yes,No
05ce7f4a-4107-425d-9b28-404093c9e3ed,Yes,No
060aa379-17d5-4158-bc0c-ccc8f3cc955e,Yes,No
0633e46d-1946-4245-b982-e2d672f3bdc9,Yes,No
065fff41-991c-45f2-8ab3-9b5b7c86f72f,Yes,No
0662ed80-7eca-4ee6-a2f9-c59669e4ce7c,Yes,No
066b67a6-2576-401b-a1c5-e76ed0d829e3,Yes,No
0684ff0b-445f-4b92-b738-48643c878e59,Yes,No
069691c1-617b-4486-be20-44de0d13755c,Yes,No
06a27661-1422-4e27-bcd1-0687b1b16a71,Yes,No
06cc1bf3-a213-4ea6-a695-36f49a28a8d9,No,Yes
06ec84f0-71bd-4a2a-9525-06041db8f4cf,Yes,No
070adb09-dfa6-49f2-8fb5-4e015c46b402,Yes,No
0712868a-803b-4dd9-bf6f-d2b5c0a4d155,No,Yes
071e0103-a800-4f10-a57f-a696af644f13,Yes,No
07282c05-99e0-4a3c-aab8-0a150804e3e1,Yes,No
074fe872-ae6e-413b-9a66-f698ed25006d,Yes,No
0761d08e-a001-4dec-9d4a-6e52b520287a,No,Yes
0761d485-fecd-49c3-b03c-c17f09eb3a65,Yes,No
07748fc6-2ebe-467d-b098-bad8c4d7de73,Yes,No
0798ae74-e91e-444d-a5a7-5f19120f7642,Yes,No
07e2646e-2078-4a91-8a98-fa1a2c261bfc,Yes,No
083feb46-591f-462e-9b21-2dd73fa31ce5,Yes,No
08412710-e761-4ccd-ac85-cb64d9472e0b,No,Yes
08486de7-f615-4ae4-b9b8-efb63621cb30,Yes,No
084a469a-f8a7-49be-883c-4db426eb7f5e,Yes,No
0850dd0c-3d72-4ac4-9060-725bf5906642,Yes,No
08566712-2452-4105-9db7-aa20dcedddbc,Yes,No
086bc78f-7e16-4379-a4f7-580f201a0982,Yes,No
0872adda-5273-4eb6-9e7d-31bf8348df61,No,Yes
0884ac8c-e463-406b-b3c5-2828d36a8870,Yes,No
089a4379-dc96-490f-b892-223e74fd2f0e,Yes,No
08ab6d91-a7a1-495d-8ee5-da37cad59fb9,Yes,No
08b6b795-25c4-4843-ba27-0c22ae02f209,Yes,No
08bec2fc-5290-4c45-8449-baada3e787c9,Yes,No
08db047c-7b6b-4830-8883-a492d71ee8de,Yes,No
0919f481-9200-4ad6-9d70-e134d11b63e1,Yes,No
09268c30-36d9-49d6-ae37-6a6240e8d421,Yes,No
0964bb8a-e6b2-4201-85e3-bbe560898e54,Yes,No
096fe774-c8e1-4063-bd8d-50251099658f,Yes,No
099a5b6a-a6bc-42d8-8f47-ab4fc8d3b471,Yes,No
09eaaef3-230c-4a51-acc8-366863b43ecf,Yes,No
09f6d269-9668-4c8a-b071-7d16b7edb947,Yes,No
0a10b76e-5a12-4f3c-9be6-917380033733,Yes,No
0a153214-79ac-4da4-b3aa-fd3cebe13a72,Yes,No
0a1973aa-a00b-4eb8-9f18-137d0b8f681a,Yes,No
0a1bba1c-e05d-4e1e-bd1b-931ad7e3bd5a,Yes,No
0a6075b5-0338-44f5-8eb9-bff7ea4134d8,Yes,No
0a610d1d-9940-4458-a046-abfa7b2bf2d6,Yes,No
0a7931e5-3429-41b8-8f5a-cd20b61ba735,Yes,No
0a818857-a8c0-49ec-af98-416554321d62,Yes,No
0a99e163-0931-4891-82ef-03bc09995681,Yes,No
0aab741f-c5cd-411a-99dc-dcc2494c5c71,Yes,No
0ab58d12-c9b9-4fe9-b238-64acbc820568,Yes,No
0abd5efa-3f3e-468f-9849-e66c94b8f281,No,Yes
0afa8197-d300-409c-b821-a6ffdbec24e7,Yes,No
0b38cffc-b087-4261-bdec-df793caf9c2d,Yes,No
0b5bee0a-40da-4e80-9c91-d8cf59aea083,Yes,No
0b5ed083-a249-4e55-9894-257ed9a25f69,Yes,No
0b7246f5-8402-44d1-8aa8-ef6ca6f34126,Yes,No
0b84bfc8-36ee-48bc-a368-77000081a159,Yes,No
0ba55cf5-38c2-412f-b9a7-be412179cba5,Yes,No
0bbba085-c746-4f97-99ae-14453b165c64,Yes,No
0bbcd018-b0de-46b7-b5fa-4744130c75c4,Yes,No
0bfe1970-9b67-4619-834e-f5a069013604,Yes,No
0c03cbfa-cab9-4a2a-acf3-21adf3330b86,Yes,No
0c18008b-2b03-43aa-b30b-c16542fe51ad,Yes,No
0c1f5003-0470-46a9-8093-457c5bc30192,Yes,No
0c2de4c2-7e88-473e-8f75-c34bcf7632e3,Yes,No
0c787a42-1da3-4316-a3d4-633b50ed1de0,Yes,No
0c87f048-9f1d-4fb9-9efd-529a619727bc,Yes,No
0c958bf9-59bd-4417-a7f7-0dd9f525e95f,Yes,No
0d627714-b451-497d-a504-049e55c1bfc1,Yes,No
0d879322-3876-4c89-8268-5c0a58e22638,Yes,No
0d8fc9c9-6087-4ec2-a890-081470962fce,Yes,No
0d942118-7af3-460a-923f-394158bdeac5,Yes,No
0d9d4bbd-d4d2-4a26-abff-c5e4b950a091,No,Yes
0da2f428-5580-4131-baa8-98c7d5a97e3c,Yes,No
0dfda3f7-a032-44cb-bae8-8e1fbcc70a49,Yes,No
0e1d9860-6d93-4073-bcdf-1323e9bd58cc,Yes,No
0e3fc9ad-55e8-47d5-9370-512c42cd7640,Yes,No
0e55b690-93b6-4972-bb98-01f2e7745959,Yes,No
0e585f9c-a426-4587-a05f-26170fe0e59c,Yes,No
0e981853-3cf4-48ad-a101-682e86e7dbf9,Yes,No
0e9bc073-103a-4c41-9204-e4391035be47,Yes,No
0eb8aa6e-acc8-4707-86be-699c5a0aa590,Yes,No
0ed5eb7c-a2b5-40c4-b645-bbe5d6804408,Yes,No
0ee24318-4365-4e4e-b9bd-4fd0c8990241,Yes,No
0f14e44b-c390-42cf-86a7-51112dc8efa2,Yes,No
0f5f96c9-5ff1-45b5-b4b4-37153d85186a,Yes,No
0f82631d-3e88-42f6-842b-0d5cb12993ea,Yes,No
0fb0710a-f011-434d-bd61-7d80bceeefe7,Yes,No
0fd3013b-d870-40fa-acc8-cb83041371df,No,Yes
1000e5ff-e970-4462-a87c-cbb17575e1ca,Yes,No
100330ad-a48e-4c9d-b4d5-1de0ff69b4d0,Yes,No
10042157-d2e2-4292-84ef-20e547be584e,Yes,No
101f1aad-ca86-4109-a975-f1768a0f1c17,Yes,No
10420514-fd1a-40c0-8d9b-0f83b9781b44,Yes,No
106dee14-a0e3-4368-a680-8965a84e56f5,Yes,No
10726eff-cc70-416e-983c-fd24d46cbf83,Yes,No
10a23eea-3feb-4b4a-ac96-872ba38d13af,Yes,No
10b47522-2a32-4ca4-839b-af2042864407,Yes,No
10f1c0c3-6bb0-44fe-a55d-a74587d04173,No,Yes
11072658-face-45c8-a018-2116d0ac933d,Yes,No
110bdffa-72e8-4c3c-a2fe-f07a22ad08da,Yes,No
111a9ecd-d3e1-40b4-bfbb-e40e23c00dd0,Yes,No
113ba9be-22a5-448e-960d-fe6f63d79da7,Yes,No
117534a5-0b41-4c16-abe3-d254206ff637,No,Yes
1177c164-cc51-4a29-93f1-ca78489ad8c3,Yes,No
119ce5c3-9e6c-47ca-b411-81d4f356df34,Yes,No
11b8a131-b60d-4bb5-804d-55ab5e21eacb,No,Yes
11c0d771-dde7-4377-a3ce-cc5d1f4e39b8,Yes,No
11e389a9-6dfa-448d-b518-7a24b78198b1,Yes,No
1206c89e-f4d0-4f20-947f-a2537f053eaa,Yes,No
120b6959-6dc3-490a-8769-56ebbd3226ed,Yes,No
123e62d0-8925-4a36-9de9-c0eb3d876d91,Yes,No
124310dd-86b0-478e-a25b-bc119323ecad,Yes,No
124a63e6-5c38-479b-8711-3e0a24fbca83,Yes,No
125d035d-8236-463a-9a48-4438a84b6741,Yes,No
1262768c-e4fe-474b-aff5-fdd344f63748,Yes,No
12a16103-2d51-47e9-9e68-9b10e03abce6,Yes,No
12cb831b-9a52-4a17-93cd-d28d2d400787,Yes,No
12d06a82-73de-4529-b8f8-e65933fa4eeb,Yes,No
12d43d1c-725f-42f8-9617-ac6d21cb84fc,Yes,No
12d7befe-752a-4e98-b254-243682868ce3,Yes,No
12dc69b4-b821-4c82-a1e1-e4cef0d7a6be,Yes,No
13248d14-66d6-4273-9d4c-4a05e5dd9842,Yes,No
135c73e3-2647-4147-99fc-45e01612880c,Yes,No
137d155b-c72b-4b73-b010-cc13072df59c,Yes,No
13c5fcb2-854f-48f6-8207-8d6b4786ba3f,Yes,No
13ce5d4b-c8cf-4b1b-b82d-b4cbb7c68071,Yes,No
13da0a52-e1ce-488f-818b-dc19ef458fb7,Yes,No
13dc06a8-1f75-4539-9e81-39238f34830b,Yes,No
13e8f741-4bd8-4c4d-828b-8b2a2e84a93b,Yes,No
140d94b3-d445-4d42-989b-20bd6dbc87e7,Yes,No
141b57ee-069c-4bcb-85bb-0cca13df1a9a,Yes,No
143a7b5e-9889-4c96-9977-2855b8cbb90d,Yes,No
147002df-5cf6-4098-bcb0-ba891e7406cf,Yes,No
14714f42-49ff-4c89-8ae8-07e2bdd2bb6c,Yes,No
14a8cfba-6aad-497a-b58e-ed3ef6346093,Yes,No
14b94353-24e1-4cc2-96f7-8a2e406030fe,Yes,No
14c42977-8075-4ca9-9b54-b0b359351479,Yes,No
14ccd3ae-060d-42c4-8c6c-94f8c5234c7f,No,Yes
14cf89ee-9468-4d1f-9f89-59fdca5949a5,Yes,No
14d8a6f1-37b8-4b19-a9d8-92f4bea48bea,Yes,No
14f6b614-f2b3-4f7c-b3d8-8e7586f9aa5b,Yes,No
1502232b-8c15-46cb-aadc-0fa44a597a32,No,Yes
15135b01-d3a0-4de9-8039-6b76aa3ab33f,Yes,No
15228790-66b8-46c1-bc43-20f8526e0b54,Yes,No
1529f30b-2a21-4b09-9bdd-1c27be74085d,Yes,No
152d1502-dc3c-4e29-885e-f3bd78c9b08d,Yes,No
152e93f0-3014-42cf-a644-24d79a9d65d6,Yes,No
1531542e-6d30-4b0b-9de2-e3e3e0614e43,Yes,No
1570ece8-152c-4cf9-86ab-45b771ba3b14,Yes,No
1583a339-0ed3-4135-b7de-2821ec73525f,Yes,No
159f8f45-a885-4865-8b91-184cc750a4a5,Yes,No
15b31c31-d8dd-4f05-935c-0c0e496e8cc7,Yes,No
15b4386a-7cc5-45ec-b680-4228089aec9a,Yes,No
15c1885d-0984-402b-ad1f-6d8588b5723c,Yes,No
15e02cf9-3170-44e8-83fc-6abfe998142c,Yes,No
16269e2e-097e-478e-b008-a157333853a5,Yes,No
16293312-756a-4f89-9b3d-850503f169a9,Yes,No
168ffb65-c5a3-4c74-9251-bd47b917e97c,Yes,No
16a9756b-6c33-45fe-92b1-13bb47bac94b,Yes,No
16aeb8fc-c96a-4e15-a0d3-90bd1ce9c442,Yes,No
16cc7771-e7bb-49cd-b755-2516a1bb5868,Yes,No
16d8860a-3022-4640-be71-a0762a7ce165,Yes,No
16f060ef-0e0e-4a3f-9c9e-d8299791c46f,Yes,No
16f23d48-451c-46e8-9232-7b5b1362a2c7,Yes,No
17427c1c-d8b6-482a-990a-00dcbf297c97,Yes,No
17511978-7e13-46de-b82f-cec826acbf91,Yes,No
1769163f-a2d1-4e6d-9658-a792fdc65567,Yes,No
177d222c-51f6-42ca-97fe-0aea002fd7b4,Yes,No
17a1d2e4-e173-42b9-843b-638c2fa09aa4,Yes,No
17b44c5b-a517-4a4c-b936-02e966e51367,Yes,No
18bced9d-5bd9-4c69-8010-c0a92fc1285c,Yes,No
1934887c-c5e7-4291-b839-45c2a2647592,No,Yes
1958dfea-8e84-42c8-aecc-bc81e4cea20a,Yes,No
1a11f1a2-ac88-45fb-96e8-2baa970cd7be,Yes,No
1a24a0ce-219f-4bf2-9dda-9101b41ad9f6,No,Yes
1a7bb53d-f111-4760-8fe3-73ee8b3b881d,Yes,No
1a85f962-5267-4b75-8ca4-761793d3fdbc,No,Yes
1af9b00a-ac41-45e0-91de-2ed9995b18ab,No,Yes
1cb09ea4-d8f9-4306-8e6a-98d8dbea6391,Yes,No
1cb5f692-3645-4315-a6a5-3eeed448c930,Yes,No
1cea3abe-7ba0-46bb-9d07-4194c57d3be1,Yes,No
1d60f3f7-afd6-488c-8fd3-bc5c0e888862,No,Yes
1e521a5b-696e-4b2e-9f28-3e54f5ead258,Yes,No
1e602217-6d08-4ba4-b7f9-84749beecc1f,Yes,No
1fb88674-c4e1-481c-ac79-c9ced86b0492,Yes,No
1fc826bc-198d-4bb8-9c9b-8db82b04e521,Yes,No
1fe5b33e-0c97-4034-9c33-caa8f665537b,No,Yes
205e8721-4c71-4b7d-8992-e0ece52087da,No,Yes
20cf8418-6c8a-4877-b187-a0f572ab936c,Yes,No
20e8b934-255c-4a51-9adf-4bc2c1fa95a8,No,Yes
21b8e216-0aaf-4e15-9c4f-722c47ef2aa2,Yes,No
221a51db-1772-44bc-84e7-dee5e9c53553,Yes,No
22ceb79d-a11c-4c86-bc49-33a53fcd689c,Yes,No
26df1f24-ef2a-446c-bcd1-e0e9f8797c1a,Yes,No
272345e4-e04d-46d8-be3c-edad08053204,Yes,No
27eefd19-3f1b-4550-8b26-0c90e97b8a00,Yes,No
27fb53b4-24ee-4402-bc22-c91192f24e10,No,Yes
2843440e-43b8-4466-b345-d855fc1954ef,No,Yes
29a88e6e-c920-470d-beae-e4e29229b14c,Yes,No
2abc0dda-d9cf-4606-b905-2b812be14033,Yes,No
2b1d825d-aa9b-46d2-8e2c-e9527610cd6e,No,Yes
2bbe990a-a9c1-4571-8462-b6db69c5f419,Yes,No
2c5678b4-ecca-4846-aa68-1cbca122fc88,Yes,No
2cf5f4c8-5294-4039-84ba-da52f26480d3,Yes,No
2d0d6500-3c0b-4f46-a4f5-5736e1cccd24,Yes,No
2d11cea3-1f51-4e32-ac18-c0579349915b,Yes,No
2d2ef5ba-da69-43bf-ab3c-f93d193f34df,Yes,No
2d446393-7472-4e1b-b617-661e5c180959,No,Yes
2d88c22d-8112-4841-b9e9-99abf910a65a,Yes,No
2dffcbed-0fcf-4d37-8fea-fa5137124768,Yes,No
2ec84a15-adaf-4b22-8da9-0d283574b6f9,No,Yes
2fafd678-5a28-45bd-87f2-4b049ca0868d,Yes,No
30d860f6-12ff-4191-a52f-1032a56d55f9,Yes,No
318c5138-05d7-4270-8ef6-318d1cb4be85,Yes,No
31fe7818-41cc-42a6-b1c8-ada0556a363e,Yes,No
331fc132-7496-46d9-8f02-c075773b2316,No,Yes
33aeed61-2403-47a4-a8ff-d4838868e71f,Yes,No
34644a63-6b6f-4f2c-950b-5acdfb19e143,Yes,No
34647afc-0ce9-45e8-a206-6787ae014eaf,No,Yes
34b90fb7-28ba-43c7-b402-59e463cc4acc,No,Yes
35b183a2-501d-4ac1-b514-dd3f3f32fa4f,Yes,No
35d6fcb3-0480-4274-b530-5508e513d0e7,No,Yes
35fa4500-fd9d-4861-be17-06b1efd40407,Yes,No
366718bc-462d-4550-a177-e466bf60937c,No,Yes
3770eb94-38d8-45e9-bb62-9b6eb2eae2b1,Yes,No
378702f5-e6c1-4388-8b21-a2c7da0b8ecc,Yes,No
37b8f0b4-4814-415f-9cb9-406ebf4745d0,Yes,No
3956981a-f295-460d-8690-06b6dfe7cc5b,No,Yes
395d5803-4eb9-423a-bc52-8264b579cf32,No,Yes
3a007082-4858-473f-b939-3e419a3873cc,Yes,No
3a2168d8-1523-4980-bb17-cf342189655f,Yes,No
3a81bead-0849-4e7b-a5f9-bdb10481dc36,No,Yes
3b317e88-5145-42e9-93c7-816890a959aa,No,Yes
3b52f2cd-49e5-4a8a-8b5b-c4d2dcf7160a,Yes,No
3cfe55ce-b27f-4450-a5df-13d7a5a21c5d,No,Yes
3d313363-df3b-4023-b926-3a10ebd953cb,No,Yes
3d99d551-7ac0-44bc-82c5-8938669a14ce,Yes,No
3ddb3991-fde4-4c20-a078-411b92ccf12a,Yes,No
3deaa390-e94b-475a-a701-de32d98f5e6c,No,Yes
3dfa3184-7717-4667-af34-23296aa49adb,No,Yes
3e0c07de-6519-4b96-b93b-9f5d7fbc2f87,Yes,No
3e310fad-4088-466e-9b34-4b3b881805f3,No,Yes
3e3a7670-6ac9-440f-899d-93cb5d7d2f48,Yes,No
4013b66a-2f86-4c0b-bc4f-f9145b8f127c,No,Yes
410d5736-dc07-41ed-b36e-24a2a7dbaefc,Yes,No
41b97945-1964-4b09-bd33-30a353370846,Yes,No
42084ce1-e0f5-481f-8a09-95c4b3c42a07,Yes,No
42e52abb-9add-4109-afdb-87085a26e1b3,No,Yes
4362c106-8ad5-4670-b47d-703e30678d5f,Yes,No
44784f91-0bd2-4de1-8b79-20fc6b2204e1,Yes,No
447924d8-59f8-42c1-a9a7-f1d27d50a4d2,Yes,No
44aa3045-23e7-4016-9258-824c4b73d4b9,Yes,No
45012fdd-a673-4f2f-bb87-dd93591374a0,No,Yes
46321333-d0e3-4c1f-9d82-84eec1f4bb66,Yes,No
4696e2eb-41ce-4c2a-9fbd-650cf6e8a53d,Yes,No
47cbb6d2-3293-4e42-80a7-db9023f5d507,No,Yes
485d7678-1fa1-4b17-a35a-9bd51e8eb9c9,Yes,Yes
485f457d-333d-4fa5-9225-15ebcb15b615,Yes,No
48f9b320-dd82-4411-b9ba-864ce8dc2092,Yes,No
4901cebe-01e5-4576-bae3-59b6496344f2,Yes,No
49588324-c66e-4524-956e-ce1b166fed08,No,Yes
49724e79-b584-48a0-85c1-ab37bfb46d9e,Yes,No
4994f107-3033-42fe-a7ce-299706e66f93,No,Yes
49d1eddf-dfc3-4bc5-8d95-97dcc0f2dff2,Yes,No
4a3d9213-0c72-4297-bf58-ece92a2d066e,Yes,No
4a4064e5-9336-4fd9-95a8-a0e35a55da64,No,Yes
4a72f733-a649-42e7-8ba5-49b2ec653b30,Yes,No
4ad834ff-5d7f-48f7-9a87-df746935e29e,Yes,No
4b2ca8b7-2388-4850-b339-3d79c08c55e4,Yes,No
4bc3309a-101a-43af-aebc-aa941c4917ec,No,Yes
4bcbc4d6-d5cc-4b4e-81a6-7ea31389604e,No,Yes
4c08ca46-2887-4050-b204-363e4a9a4986,Yes,No
4d62a2e8-663b-4b8e-9b3a-5b066de6c98f,Yes,No
4dd4d3f4-4b1a-4c4e-be3f-8850689c177c,Yes,No
4ddef629-9faf-4e6b-8fbd-b6520d5cf56c,No,Yes
4f398df6-b809-41c6-b65c-65b85cb9b3ca,No,Yes
4f98b966-c1eb-4f2f-b947-80f16135254a,No,Yes
4faec59e-3257-43d4-a667-be197be941e0,Yes,No
4fb8d2c2-3809-4bae-979f-d4907a188075,Yes,No
4fc1f9e0-c5a9-474b-8af7-83e444ce75a3,No,Yes
506ca30f-3297-45bf-a9bd-02faa51db581,No,Yes
51255c2b-043a-46aa-8e99-9f7dfa5ce025,Yes,No
5134d674-770e-40bd-8807-64d89917f377,Yes,No
51a37020-be5a-4b58-9d76-62c190930187,Yes,No
51cc618a-0c82-44c9-94d6-d879857ba954,No,Yes
525a2304-7479-4f72-b79d-6cfec3101884,Yes,No
525b7d46-1ba7-4f21-9f6b-9bc16336a8f3,Yes,No
52929e21-b921-4209-9634-ac38351a7324,No,Yes
52ef073e-ce57-43af-9729-a05f51e39477,Yes,No
52f02eac-f50f-4f27-9be2-d4570a3a892a,Yes,No
53331eae-bc91-430f-9015-ac1dec46efac,Yes,No
53d13c0c-3bc3-41f4-84a4-8a071b02c965,No,Yes
54579657-e76b-461b-93bc-ede61016bd95,Yes,No
55868545-22a3-458c-93b8-f74a9cfd3b2b,No,Yes
55932958-85a3-47f3-9f2d-43cb3889548d,Yes,No
55f3bb51-5160-403a-a482-3b86c49dc507,No,Yes
57e6b55b-24c9-491e-bdc5-a23c0bec6daf,Yes,No
58387d2a-d9d9-4c2f-9bd0-6a835c14c661,No,Yes
58426e39-4c11-4c22-b2c1-238bdb301bb6,Yes,No
5a4889c5-148f-4090-afa4-e455daff09b8,Yes,No
5b18b4d7-7409-4e69-bdb5-8e0dde621de4,No,Yes
5b5a432b-f8e5-44e6-8903-09a23f5d2d31,Yes,No
5b7a42e8-066e-4257-b61a-268d7fdc686f,No,Yes
5be3dcdf-985e-468e-991b-b81efea0c3d1,Yes,No
5be5e3e6-66c2-4de6-b9dc-c3ce10fd83ad,Yes,No
5bff5cd9-0e04-48e6-a2f4-a44da5b03423,No,Yes
5c73a4e9-d608-497b-a257-79024c81f11f,Yes,No
5cdbb309-f3c3-4cd9-97af-80a0406755fb,Yes,No
5d43127a-61ba-466d-90a4-fde14f435ab0,No,Yes
5d78cf76-051a-4aa0-8a35-95dbcb6840c1,No,Yes
5d7feb41-b87a-4361-bac4-ece206ef2972,Yes,No
5e6cb8e2-6c5b-4321-8ed8-0f34b1fd8044,No,Yes
6115eb61-527d-47e8-89e2-139cfb9cc950,Yes,No
61b898ae-fcc3-45f4-899a-07415dce1e14,No,Yes
6270992a-49d3-45e1-9c35-fae6985f7192,Yes,No
6386196b-c450-4b51-a4ce-bc9b8541c28d,No,Yes
64338f69-fb98-449a-a3e8-71e108f776b6,Yes,No
644f1a50-eeef-4c47-9806-b914ef619ef2,No,Yes
64c227c4-2338-43d1-aef5-c6beeba7bcc9,Yes,No
64de6c03-3d92-4574-abae-3037865bcaf7,No,Yes
6585cec7-548f-48b5-a507-c6bbdcc6e6a9,No,Yes
664fe993-10b8-4ae9-b5ab-d06f24c969f5,Yes,No
66ad012e-df88-474c-81e8-497872c7b771,No,Yes
679aadf7-9ece-44eb-a5d6-c6ba2297afd8,No,Yes
67e905d6-cc60-4d3b-82f2-82f80862173d,No,Yes
68cd6e1e-2acc-4c81-b606-ec2a2ce54ddf,No,Yes
6984c302-ba30-4643-9962-95d1587c6ded,No,Yes
6995cf5f-20cb-487c-ae6e-1b9a7e82b17a,Yes,No
699e2924-1f7c-47b6-ab6b-1d9953d15329,Yes,No
6b10c698-c3da-4dd8-a1f7-f150a2667f4f,No,Yes
6c275831-d28e-4254-8b83-d8279341e08b,No,Yes
6c857a79-6aaf-4b5a-b082-cf2742c12db7,Yes,No
6d19d1e7-2ce3-466c-a246-c7e78ea96f08,Yes,No
6d40a25a-3190-4a00-ab09-d375cde5db5e,No,Yes
6d452fe7-5559-462d-85c2-a935db1e125f,Yes,No
6e43d587-7460-4c37-84c7-09c81eef04bb,Yes,No
6e82acce-ce08-44b0-9872-afe013268256,Yes,No
6f1cd88d-54e8-42b5-9ca8-e9e230e32a0b,Yes,No
6fe14463-ce32-4475-b1f3-b5393ec60c71,No,Yes
704d4476-6156-48a5-ae45-130afab50310,Yes,No
710eb466-aaa6-4ddd-949a-f5b0fc87ddb2,No,Yes
72a91208-6996-4588-87a7-aa026df060d3,Yes,No
73c7625e-f6ab-49c6-a466-c71a43a69f8f,Yes,No
74408919-870a-4604-b37d-a023c9fd64cb,Yes,No
74a94c95-cd0c-466a-b2b5-b785b94a4edd,Yes,No
74c3fa5a-0d85-472c-9e40-29d7b7958824,Yes,No
74f1a200-88d8-41cc-86e6-bf0a9ba23707,No,Yes
76df6556-75ed-4da2-a86b-7132b255c4fb,Yes,No
77cbe0f5-68c1-4fa5-be7b-ca124dabdddf,No,Yes
77d5f052-af5e-482d-ab23-39a9580f0f2f,No,Yes
7870837e-5330-4aff-8a02-8b1836f9fbea,No,Yes
7a3a9ce0-24d4-4150-bbf5-5011c016472b,Yes,No
7bf6077d-07e9-4f32-9103-fe72f85fc497,No,Yes
7c0b3ad5-4bbc-4109-8872-54a961d268d8,No,Yes
7c46168c-0cd0-4f48-b551-ae4c8de3230b,Yes,No
7c58bcdb-9c3c-44e7-8f07-bad13a0597c0,Yes,No
7cdb368d-14d7-43c6-9cd1-dc72de33283f,Yes,No
